invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount,AgeCategory
I101409,C431191,Female,21,Clothing,3,900.24,Debit Card,10-Nov-22,Kanyon,2700.72,18-24
I101410,C177708,Female,63,Clothing,3,900.24,Cash,13-Jun-22,Istinye Park,2700.72,55-64
I101414,C104129,Female,20,Clothing,4,1200.32,Cash,12-Aug-21,Metrocity,4801.28,18-24
I101418,C127683,Female,50,Clothing,3,900.24,Credit Card,27-Feb-21,Emaar Square Mall,2700.72,45-54
I101454,C118691,Female,53,Clothing,3,900.24,Cash,20-Apr-22,Istinye Park,2700.72,45-54
I101472,C216194,Female,45,Clothing,4,1200.32,Cash,06-Jul-21,Metrocity,4801.28,45-54
I101499,C208394,Male,52,Clothing,4,1200.32,Cash,16-Jun-22,Kanyon,4801.28,45-54
I101512,C657278,Female,43,Clothing,4,1200.32,Cash,30-Jul-21,Kanyon,4801.28,35-44
I101525,C616099,Female,69,Clothing,3,900.24,Cash,22-Oct-21,Zorlu Center,2700.72,65+
I101541,C210572,Female,58,Clothing,3,900.24,Debit Card,13-Dec-21,Istinye Park,2700.72,55-64
I101572,C210353,Female,50,Clothing,4,1200.32,Cash,06-Nov-22,Metropol AVM,4801.28,45-54
I101580,C266174,Male,47,Clothing,4,1200.32,Debit Card,03-Apr-21,Kanyon,4801.28,45-54
I101588,C769285,Female,63,Clothing,3,900.24,Cash,17-May-21,Kanyon,2700.72,55-64
I101620,C104200,Female,69,Clothing,4,1200.32,Debit Card,12-Aug-21,Kanyon,4801.28,65+
I101642,C296856,Female,39,Clothing,4,1200.32,Debit Card,22-Oct-21,Mall of Istanbul,4801.28,35-44
I101645,C683241,Female,63,Clothing,4,1200.32,Credit Card,10-Nov-22,Metrocity,4801.28,55-64
I101661,C156543,Female,45,Clothing,4,1200.32,Cash,06-Aug-22,Emaar Square Mall,4801.28,45-54
I101682,C201671,Female,46,Clothing,4,1200.32,Cash,07-Dec-22,Cevahir AVM,4801.28,45-54
I101686,C520399,Female,30,Clothing,3,900.24,Debit Card,03-Dec-21,Istinye Park,2700.72,25-34
I101754,C125307,Female,53,Clothing,4,1200.32,Debit Card,24-Sep-21,Kanyon,4801.28,45-54
I101755,C333796,Female,53,Clothing,3,900.24,Debit Card,19-Feb-21,Metrocity,2700.72,45-54
I101765,C280567,Male,41,Clothing,3,900.24,Credit Card,07-Aug-21,Kanyon,2700.72,35-44
I101795,C207950,Male,39,Clothing,4,1200.32,Debit Card,25-Jan-23,Metrocity,4801.28,35-44
I101823,C121785,Male,64,Clothing,4,1200.32,Credit Card,22-Jun-21,Emaar Square Mall,4801.28,55-64
I101840,C128251,Male,61,Clothing,3,900.24,Credit Card,28-Mar-22,Kanyon,2700.72,55-64
I101882,C225381,Male,38,Clothing,4,1200.32,Cash,10-Jun-22,Zorlu Center,4801.28,35-44
I101919,C209103,Male,32,Clothing,4,1200.32,Credit Card,20-Oct-21,Metropol AVM,4801.28,25-34
I101968,C134978,Male,56,Clothing,3,900.24,Credit Card,24-Jan-23,Metrocity,2700.72,55-64
I101989,C269810,Male,66,Clothing,4,1200.32,Credit Card,28-Mar-21,Zorlu Center,4801.28,65+
I102015,C127328,Female,18,Clothing,3,900.24,Cash,23-Jan-22,Viaport Outlet,2700.72,18-24
I102070,C205475,Male,26,Clothing,4,1200.32,Cash,20-Apr-21,Forum Istanbul,4801.28,25-34
I102088,C184837,Male,36,Clothing,3,900.24,Cash,08-May-21,Metropol AVM,2700.72,35-44
I102112,C308314,Male,26,Clothing,3,900.24,Credit Card,25-Dec-21,Metrocity,2700.72,25-34
I102128,C183134,Male,21,Clothing,4,1200.32,Credit Card,04-Aug-22,Metrocity,4801.28,18-24
I102148,C127692,Female,60,Clothing,4,1200.32,Credit Card,15-Jan-22,Metrocity,4801.28,55-64
I102149,C253677,Female,53,Clothing,4,1200.32,Debit Card,22-Mar-22,Mall of Istanbul,4801.28,45-54
I102173,C222171,Female,38,Clothing,3,900.24,Debit Card,22-Mar-21,Emaar Square Mall,2700.72,35-44
I102221,C301581,Female,29,Clothing,4,1200.32,Cash,07-Nov-22,Kanyon,4801.28,25-34
I102223,C339595,Female,29,Clothing,3,900.24,Cash,31-Jan-22,Mall of Istanbul,2700.72,25-34
I102240,C281387,Male,29,Clothing,4,1200.32,Credit Card,22-Jun-21,Kanyon,4801.28,25-34
I102330,C552450,Male,18,Clothing,4,1200.32,Cash,17-Oct-22,Mall of Istanbul,4801.28,18-24
I102340,C293553,Male,37,Clothing,4,1200.32,Debit Card,20-Sep-21,Istinye Park,4801.28,35-44
I102345,C329679,Male,28,Clothing,4,1200.32,Cash,29-Jan-21,Kanyon,4801.28,25-34
I102347,C229953,Male,19,Clothing,4,1200.32,Credit Card,30-Aug-22,Istinye Park,4801.28,18-24
I102377,C124677,Female,35,Clothing,3,900.24,Credit Card,07-Sep-22,Zorlu Center,2700.72,35-44
I102397,C246554,Male,56,Clothing,3,900.24,Credit Card,30-Jun-21,Kanyon,2700.72,55-64
I102403,C610622,Female,41,Clothing,3,900.24,Cash,27-Nov-22,Kanyon,2700.72,35-44
I102404,C142061,Male,38,Clothing,4,1200.32,Credit Card,13-Dec-21,Mall of Istanbul,4801.28,35-44
I102440,C583660,Female,68,Clothing,3,900.24,Credit Card,18-Dec-22,Viaport Outlet,2700.72,65+
I102459,C379128,Female,55,Clothing,4,1200.32,Debit Card,25-Jul-21,Forum Istanbul,4801.28,55-64
I102468,C450900,Female,49,Clothing,3,900.24,Credit Card,01-Jan-23,Kanyon,2700.72,45-54
I102494,C260867,Male,47,Clothing,4,1200.32,Debit Card,25-May-22,Kanyon,4801.28,45-54
I102500,C973474,Female,28,Clothing,3,900.24,Credit Card,16-May-22,Mall of Istanbul,2700.72,25-34
I102501,C634728,Male,54,Clothing,3,900.24,Credit Card,29-Sep-21,Istinye Park,2700.72,45-54
I102504,C287619,Female,34,Clothing,4,1200.32,Debit Card,17-Oct-22,Metrocity,4801.28,25-34
I102513,C317824,Male,61,Clothing,3,900.24,Credit Card,16-Oct-22,Istinye Park,2700.72,55-64
I102533,C363843,Female,25,Clothing,3,900.24,Cash,04-Apr-21,Emaar Square Mall,2700.72,25-34
I102534,C522955,Female,46,Clothing,4,1200.32,Debit Card,30-Nov-22,Metrocity,4801.28,45-54
I102561,C220525,Male,63,Clothing,3,900.24,Credit Card,27-Oct-21,Metrocity,2700.72,55-64
I102578,C207183,Female,36,Clothing,3,900.24,Cash,22-Feb-21,Metrocity,2700.72,35-44
I102589,C770363,Male,44,Clothing,3,900.24,Debit Card,27-Oct-22,Cevahir AVM,2700.72,35-44
I102634,C205293,Male,20,Clothing,3,900.24,Credit Card,18-Feb-23,Forum Istanbul,2700.72,18-24
I102635,C162707,Female,50,Clothing,4,1200.32,Cash,13-Jan-21,Emaar Square Mall,4801.28,45-54
I102686,C128656,Female,41,Clothing,3,900.24,Credit Card,27-Nov-22,Kanyon,2700.72,35-44
I102700,C378568,Female,57,Clothing,4,1200.32,Cash,25-Jan-21,Mall of Istanbul,4801.28,55-64
I102714,C182058,Female,63,Clothing,3,900.24,Debit Card,04-Mar-21,Mall of Istanbul,2700.72,55-64
I102715,C837237,Male,41,Clothing,3,900.24,Debit Card,20-Oct-22,Istinye Park,2700.72,35-44
I102764,C102832,Female,41,Clothing,3,900.24,Credit Card,19-Aug-22,Metropol AVM,2700.72,35-44
I102776,C214209,Female,22,Clothing,4,1200.32,Cash,06-Nov-21,Metrocity,4801.28,18-24
I102825,C150885,Female,65,Clothing,4,1200.32,Cash,01-Sep-22,Metrocity,4801.28,65+
I102837,C320088,Female,21,Clothing,3,900.24,Cash,27-Nov-21,Kanyon,2700.72,18-24
I102849,C251633,Female,69,Clothing,4,1200.32,Credit Card,04-Mar-21,Mall of Istanbul,4801.28,65+
I102917,C262929,Male,59,Clothing,3,900.24,Debit Card,02-Apr-21,Metrocity,2700.72,55-64
I102946,C182144,Female,62,Clothing,3,900.24,Cash,30-Nov-22,Viaport Outlet,2700.72,55-64
I102958,C332958,Female,54,Clothing,3,900.24,Credit Card,02-Nov-22,Istinye Park,2700.72,45-54
I103014,C185481,Female,57,Clothing,4,1200.32,Debit Card,03-Jul-22,Istinye Park,4801.28,55-64
I103016,C633152,Female,60,Clothing,4,1200.32,Credit Card,12-Jul-21,Forum Istanbul,4801.28,55-64
I103076,C288406,Female,24,Clothing,4,1200.32,Debit Card,10-Sep-21,Viaport Outlet,4801.28,18-24
I100049,C297871,Male,39,Shoes,1,600.17,Debit Card,26-Dec-21,Mall of Istanbul,600.17,35-44
I100059,C292544,Female,52,Souvenir,3,35.19,Debit Card,14-Jun-21,Metrocity,105.57,45-54
I100072,C143773,Male,64,Technology,5,5250,Debit Card,10-Aug-21,Metropol AVM,26250,55-64
I100105,C246820,Male,39,Food & Beverage,4,20.92,Debit Card,15-Apr-22,Kanyon,83.68,35-44
I100195,C322199,Female,34,Food & Beverage,5,26.15,Debit Card,20-Dec-22,Mall of Istanbul,130.75,25-34
I100215,C198589,Male,27,Shoes,3,1800.51,Debit Card,12-Apr-21,Mall of Istanbul,5401.53,25-34
I100229,C397160,Male,27,Cosmetics,4,162.64,Debit Card,28-Feb-23,Mall of Istanbul,650.56,25-34
I100231,C274640,Female,67,Technology,1,1050,Debit Card,19-Jul-21,Metropol AVM,1050,65+
I100267,C299948,Female,57,Cosmetics,4,162.64,Debit Card,11-Dec-22,Kanyon,650.56,55-64
I100271,C892772,Male,37,Toys,4,143.36,Debit Card,13-Feb-21,Metrocity,573.44,35-44
I100281,C711548,Male,39,Toys,1,35.84,Debit Card,28-Jun-21,Kanyon,35.84,35-44
I100315,C242277,Female,30,Cosmetics,3,121.98,Debit Card,04-Aug-21,Emaar Square Mall,365.94,25-34
I100323,C107529,Male,66,Cosmetics,3,121.98,Debit Card,19-May-22,Kanyon,365.94,65+
I100357,C494452,Female,23,Cosmetics,3,121.98,Debit Card,02-May-21,Forum Istanbul,365.94,18-24
I100377,C272529,Female,62,Toys,3,107.52,Debit Card,23-Dec-21,Metrocity,322.56,55-64
I100397,C262466,Female,34,Cosmetics,1,40.66,Debit Card,24-Sep-21,Forum Istanbul,40.66,25-34
I100414,C233655,Male,56,Souvenir,2,23.46,Debit Card,10-Jan-23,Mall of Istanbul,46.92,55-64
I100423,C664680,Female,33,Food & Beverage,4,20.92,Debit Card,22-Apr-21,Metrocity,83.68,25-34
I100443,C826051,Female,30,Souvenir,4,46.92,Debit Card,16-Apr-21,Istinye Park,187.68,25-34
I100454,C851133,Female,40,Toys,3,107.52,Debit Card,24-Feb-23,Istinye Park,322.56,35-44
I100473,C607315,Female,51,Books,5,75.75,Debit Card,01-Jan-21,Mall of Istanbul,378.75,45-54
I100494,C227575,Male,56,Toys,3,107.52,Debit Card,19-Dec-21,Metrocity,322.56,55-64
I100501,C338282,Female,18,Technology,1,1050,Debit Card,31-Aug-21,Metrocity,1050,18-24
I100512,C208841,Male,36,Food & Beverage,3,15.69,Debit Card,13-Apr-22,Kanyon,47.07,35-44
I100526,C356129,Male,35,Cosmetics,3,121.98,Debit Card,17-Aug-22,Mall of Istanbul,365.94,35-44
I100537,C392460,Female,62,Souvenir,3,35.19,Debit Card,05-Apr-22,Kanyon,105.57,55-64
I100610,C122598,Male,64,Books,5,75.75,Debit Card,06-Apr-22,Mall of Istanbul,378.75,55-64
I100627,C132581,Male,54,Books,3,45.45,Debit Card,10-Dec-22,Metrocity,136.35,45-54
I100630,C753708,Female,66,Food & Beverage,4,20.92,Debit Card,02-Apr-22,Kanyon,83.68,65+
I100685,C263059,Male,60,Souvenir,2,23.46,Debit Card,24-May-21,Forum Istanbul,46.92,55-64
I100704,C864065,Male,24,Technology,2,2100,Debit Card,30-Apr-21,Mall of Istanbul,4200,18-24
I100723,C150582,Female,38,Toys,1,35.84,Debit Card,08-Feb-21,Mall of Istanbul,35.84,35-44
I100731,C868764,Female,28,Books,1,15.15,Debit Card,29-Dec-22,Emaar Square Mall,15.15,25-34
I100735,C107829,Female,44,Souvenir,4,46.92,Debit Card,02-Feb-22,Metropol AVM,187.68,35-44
I100741,C828874,Male,41,Cosmetics,5,203.3,Debit Card,05-Jan-21,Cevahir AVM,1016.5,35-44
I100782,C582964,Male,55,Food & Beverage,3,15.69,Debit Card,11-Mar-22,Zorlu Center,47.07,55-64
I100795,C232822,Male,62,Books,2,30.3,Debit Card,06-Jul-22,Kanyon,60.6,55-64
I100881,C332806,Male,32,Souvenir,1,11.73,Debit Card,06-May-21,Kanyon,11.73,25-34
I100904,C138573,Male,32,Food & Beverage,5,26.15,Debit Card,23-Dec-22,Kanyon,130.75,25-34
I100963,C500323,Female,35,Books,1,15.15,Debit Card,17-Jun-21,Cevahir AVM,15.15,35-44
I100977,C221903,Female,27,Toys,3,107.52,Debit Card,05-Sep-22,Metrocity,322.56,25-34
I100991,C326660,Male,29,Shoes,5,3000.85,Debit Card,07-Mar-21,Metropol AVM,15004.25,25-34
I100998,C253884,Male,24,Toys,3,107.52,Debit Card,10-Sep-21,Kanyon,322.56,18-24
I101018,C266367,Female,26,Food & Beverage,1,5.23,Debit Card,20-Dec-22,Forum Istanbul,5.23,25-34
I101038,C144914,Female,42,Technology,2,2100,Debit Card,02-Jul-21,Cevahir AVM,4200,35-44
I101052,C844541,Male,66,Technology,3,3150,Debit Card,25-Jun-22,Kanyon,9450,65+
I101086,C168165,Female,45,Shoes,4,2400.68,Debit Card,12-Feb-22,Kanyon,9602.72,45-54
I101088,C824542,Female,28,Toys,5,179.2,Debit Card,01-Jan-21,Kanyon,896,25-34
I101143,C293655,Male,46,Souvenir,5,58.65,Debit Card,25-Feb-22,Mall of Istanbul,293.25,45-54
I101183,C274709,Female,41,Cosmetics,1,40.66,Debit Card,10-Mar-22,Metropol AVM,40.66,35-44
I101296,C132787,Female,41,Cosmetics,2,81.32,Debit Card,14-Jan-23,Istinye Park,162.64,35-44
I101316,C100544,Female,40,Cosmetics,3,121.98,Debit Card,24-Jun-22,Metrocity,365.94,35-44
I101343,C180911,Female,50,Toys,4,143.36,Debit Card,02-Jun-21,Viaport Outlet,573.44,45-54
I101353,C246402,Female,24,Cosmetics,2,81.32,Debit Card,25-Mar-22,Istinye Park,162.64,18-24
I101354,C235189,Female,65,Cosmetics,2,81.32,Debit Card,12-Sep-22,Emaar Square Mall,162.64,65+
I101393,C109321,Female,55,Food & Beverage,3,15.69,Debit Card,31-Jul-22,Kanyon,47.07,55-64
I101444,C335486,Female,51,Souvenir,5,58.65,Debit Card,17-Dec-21,Emaar Square Mall,293.25,45-54
I101453,C666613,Female,65,Cosmetics,1,40.66,Debit Card,09-Apr-21,Kanyon,40.66,65+
I101529,C203227,Female,20,Toys,5,179.2,Debit Card,17-Jan-21,Metrocity,896,18-24
I101549,C311614,Female,45,Toys,3,107.52,Debit Card,20-Jul-21,Zorlu Center,322.56,45-54
I101555,C758873,Female,25,Cosmetics,5,203.3,Debit Card,05-Jun-22,Kanyon,1016.5,25-34
I101627,C144374,Male,59,Food & Beverage,2,10.46,Debit Card,26-Aug-22,Zorlu Center,20.92,55-64
I101675,C302289,Female,20,Cosmetics,3,121.98,Debit Card,06-Oct-22,Metrocity,365.94,18-24
I101740,C136633,Male,22,Toys,1,35.84,Debit Card,12-Nov-21,Istinye Park,35.84,18-24
I101769,C306686,Male,61,Food & Beverage,5,26.15,Debit Card,18-Apr-22,Viaport Outlet,130.75,55-64
I101779,C114592,Female,62,Books,3,45.45,Debit Card,14-Mar-22,Mall of Istanbul,136.35,55-64
I101785,C279161,Female,31,Shoes,5,3000.85,Debit Card,13-Jul-22,Kanyon,15004.25,25-34
I101822,C178709,Female,53,Food & Beverage,4,20.92,Debit Card,04-Jul-22,Istinye Park,83.68,45-54
I101891,C180405,Female,21,Cosmetics,2,81.32,Debit Card,20-Sep-22,Cevahir AVM,162.64,18-24
I101912,C499795,Female,46,Cosmetics,5,203.3,Debit Card,29-Jul-22,Zorlu Center,1016.5,45-54
I101920,C208660,Female,37,Food & Beverage,4,20.92,Debit Card,26-Oct-21,Cevahir AVM,83.68,35-44
I101925,C329689,Male,66,Technology,3,3150,Debit Card,03-Feb-23,Mall of Istanbul,9450,65+
I101934,C153128,Male,41,Cosmetics,3,121.98,Debit Card,31-Dec-21,Emaar Square Mall,365.94,35-44
I102001,C167373,Female,54,Food & Beverage,5,26.15,Debit Card,24-May-21,Kanyon,130.75,45-54
I102020,C244182,Male,20,Food & Beverage,4,20.92,Debit Card,10-Aug-22,Kanyon,83.68,18-24
I102048,C597678,Male,23,Books,1,15.15,Debit Card,05-Aug-21,Mall of Istanbul,15.15,18-24
I102058,C245703,Female,50,Cosmetics,1,40.66,Debit Card,27-Apr-22,Mall of Istanbul,40.66,45-54
I102091,C190233,Female,26,Toys,3,107.52,Debit Card,15-Mar-22,Istinye Park,322.56,25-34
I102100,C252261,Female,69,Souvenir,1,11.73,Debit Card,31-Mar-22,Kanyon,11.73,65+
I102131,C330136,Female,65,Food & Beverage,1,5.23,Debit Card,12-Apr-22,Zorlu Center,5.23,65+
I102142,C234980,Female,22,Shoes,2,1200.34,Debit Card,24-Dec-22,Istinye Park,2400.68,18-24
I102150,C336009,Male,48,Cosmetics,3,121.98,Debit Card,23-Oct-22,Kanyon,365.94,45-54
I102157,C204532,Male,42,Shoes,1,600.17,Debit Card,28-Sep-22,Mall of Istanbul,600.17,35-44
I102171,C170678,Female,53,Food & Beverage,4,20.92,Debit Card,15-Jan-22,Cevahir AVM,83.68,45-54
I102178,C123925,Female,54,Toys,2,71.68,Debit Card,17-Nov-21,Istinye Park,143.36,45-54
I102194,C328882,Female,63,Toys,4,143.36,Debit Card,27-Oct-21,Mall of Istanbul,573.44,55-64
I102201,C140670,Female,21,Books,1,15.15,Debit Card,04-Jan-23,Mall of Istanbul,15.15,18-24
I102241,C218554,Male,40,Cosmetics,3,121.98,Debit Card,16-Sep-21,Metropol AVM,365.94,35-44
I102276,C137086,Female,49,Cosmetics,2,81.32,Debit Card,30-Mar-22,Istinye Park,162.64,45-54
I102311,C689496,Female,43,Shoes,2,1200.34,Debit Card,09-Mar-22,Metropol AVM,2400.68,35-44
I102413,C408282,Male,39,Shoes,2,1200.34,Debit Card,25-Jan-21,Kanyon,2400.68,35-44
I102417,C381679,Female,44,Food & Beverage,4,20.92,Debit Card,16-Jun-21,Metrocity,83.68,35-44
I102427,C309294,Male,41,Souvenir,5,58.65,Debit Card,12-Dec-22,Mall of Istanbul,293.25,35-44
I102433,C215256,Female,20,Toys,2,71.68,Debit Card,19-Jan-21,Mall of Istanbul,143.36,18-24
I102444,C310499,Female,28,Toys,1,35.84,Debit Card,23-Mar-21,Metrocity,35.84,25-34
I102477,C137641,Male,33,Technology,5,5250,Debit Card,27-Mar-22,Mall of Istanbul,26250,25-34
I102489,C180255,Male,56,Food & Beverage,2,10.46,Debit Card,25-Nov-21,Kanyon,20.92,55-64
I102502,C256344,Female,53,Food & Beverage,1,5.23,Debit Card,27-Oct-21,Kanyon,5.23,45-54
I102509,C164347,Female,22,Technology,5,5250,Debit Card,06-Nov-22,Viaport Outlet,26250,18-24
I102514,C310453,Female,46,Food & Beverage,5,26.15,Debit Card,16-Jan-21,Kanyon,130.75,45-54
I102528,C279943,Male,45,Toys,3,107.52,Debit Card,23-Jun-22,Viaport Outlet,322.56,45-54
I102690,C177682,Male,59,Cosmetics,3,121.98,Debit Card,07-Nov-22,Mall of Istanbul,365.94,55-64
I102735,C662013,Female,55,Shoes,4,2400.68,Debit Card,22-Feb-23,Zorlu Center,9602.72,55-64
I102766,C200431,Male,40,Books,2,30.3,Debit Card,07-Jan-21,Emaar Square Mall,60.6,35-44
I102799,C704920,Male,33,Shoes,5,3000.85,Debit Card,20-Apr-21,Viaport Outlet,15004.25,25-34
I102802,C107887,Female,22,Souvenir,3,35.19,Debit Card,24-Jul-21,Zorlu Center,105.57,18-24
I102836,C279148,Male,64,Books,3,45.45,Debit Card,07-Mar-22,Mall of Istanbul,136.35,55-64
I102840,C161257,Female,39,Toys,4,143.36,Debit Card,27-May-21,Metropol AVM,573.44,35-44
I102847,C123536,Male,51,Souvenir,3,35.19,Debit Card,09-Mar-22,Kanyon,105.57,45-54
I102848,C252901,Female,59,Shoes,1,600.17,Debit Card,13-Jan-21,Kanyon,600.17,55-64
I102879,C380202,Female,26,Food & Beverage,4,20.92,Debit Card,03-Sep-22,Cevahir AVM,83.68,25-34
I102923,C148421,Male,63,Toys,4,143.36,Debit Card,21-Sep-22,Metropol AVM,573.44,55-64
I102931,C318182,Male,26,Shoes,5,3000.85,Debit Card,18-May-22,Mall of Istanbul,15004.25,25-34
I102969,C166525,Female,62,Cosmetics,2,81.32,Debit Card,17-Apr-21,Mall of Istanbul,162.64,55-64
I102985,C191792,Male,42,Souvenir,2,23.46,Debit Card,01-Jun-21,Mall of Istanbul,46.92,35-44
I102994,C262644,Female,69,Shoes,3,1800.51,Debit Card,11-Jan-22,Mall of Istanbul,5401.53,65+
I103021,C325728,Male,36,Books,1,15.15,Debit Card,25-Feb-23,Mall of Istanbul,15.15,35-44
I103033,C960822,Female,38,Technology,2,2100,Debit Card,14-Sep-21,Zorlu Center,4200,35-44
I103059,C264391,Female,67,Cosmetics,1,40.66,Debit Card,20-Jun-22,Metrocity,40.66,65+
I103067,C210847,Male,22,Toys,3,107.52,Debit Card,25-Nov-21,Kanyon,322.56,18-24
I100024,C244411,Female,67,Books,3,45.45,Credit Card,05-Jan-23,Emaar Square Mall,136.35,65+
I100031,C378408,Male,18,Food & Beverage,3,15.69,Credit Card,23-Jun-22,Emaar Square Mall,47.07,18-24
I100033,C278721,Male,56,Food & Beverage,4,20.92,Credit Card,19-Oct-21,Zorlu Center,83.68,55-64
I100053,C217294,Female,21,Cosmetics,3,121.98,Credit Card,02-Jan-23,Metrocity,365.94,18-24
I100068,C647308,Female,52,Toys,2,71.68,Credit Card,13-Aug-21,Metropol AVM,143.36,45-54
I100077,C356550,Male,46,Food & Beverage,1,5.23,Credit Card,03-Feb-21,Emaar Square Mall,5.23,45-54
I100078,C272831,Male,46,Books,5,75.75,Credit Card,10-Jul-21,Mall of Istanbul,378.75,45-54
I100080,C696236,Male,55,Toys,4,143.36,Credit Card,26-Apr-22,Metropol AVM,573.44,55-64
I100084,C226369,Female,68,Shoes,2,1200.34,Credit Card,09-Oct-22,Kanyon,2400.68,65+
I100090,C801451,Female,27,Shoes,4,2400.68,Credit Card,17-Apr-21,Metrocity,9602.72,25-34
I100097,C673123,Female,63,Food & Beverage,4,20.92,Credit Card,24-Aug-22,Mall of Istanbul,83.68,55-64
I100106,C850385,Male,36,Food & Beverage,2,10.46,Credit Card,12-Sep-21,Metropol AVM,20.92,35-44
I100108,C331773,Female,45,Books,4,60.6,Credit Card,06-Aug-21,Cevahir AVM,242.4,45-54
I100146,C320745,Female,24,Shoes,4,2400.68,Credit Card,25-Apr-22,Emaar Square Mall,9602.72,18-24
I100152,C265676,Female,43,Shoes,5,3000.85,Credit Card,25-Feb-21,Mall of Istanbul,15004.25,35-44
I100155,C312476,Female,30,Food & Beverage,4,20.92,Credit Card,29-Jun-21,Metropol AVM,83.68,25-34
I100156,C462935,Female,69,Books,3,45.45,Credit Card,25-Jan-21,Metropol AVM,136.35,65+
I100187,C178869,Female,41,Food & Beverage,1,5.23,Credit Card,28-Jul-21,Metrocity,5.23,35-44
I100198,C136883,Female,58,Cosmetics,5,203.3,Credit Card,18-Jul-21,Cevahir AVM,1016.5,55-64
I100202,C182496,Male,45,Food & Beverage,4,20.92,Credit Card,20-Nov-22,Kanyon,83.68,45-54
I100212,C282695,Female,60,Souvenir,3,35.19,Credit Card,31-Aug-21,Kanyon,105.57,55-64
I100223,C212702,Female,45,Shoes,5,3000.85,Credit Card,21-Nov-22,Metrocity,15004.25,45-54
I100225,C128382,Male,44,Cosmetics,3,121.98,Credit Card,12-Oct-22,Istinye Park,365.94,35-44
I100240,C240922,Female,22,Cosmetics,3,121.98,Credit Card,20-Oct-22,Cevahir AVM,365.94,18-24
I100261,C315632,Female,41,Cosmetics,2,81.32,Credit Card,03-Mar-23,Mall of Istanbul,162.64,35-44
I100288,C435081,Female,33,Food & Beverage,3,15.69,Credit Card,13-Feb-22,Kanyon,47.07,25-34
I100290,C118172,Male,45,Cosmetics,3,121.98,Credit Card,24-Dec-21,Mall of Istanbul,365.94,45-54
I100312,C280934,Male,34,Food & Beverage,2,10.46,Credit Card,29-Oct-22,Emaar Square Mall,20.92,25-34
I100321,C113910,Female,59,Toys,2,71.68,Credit Card,23-May-22,Forum Istanbul,143.36,55-64
I100328,C152052,Female,69,Food & Beverage,3,15.69,Credit Card,22-Apr-22,Kanyon,47.07,65+
I100330,C453598,Male,26,Cosmetics,5,203.3,Credit Card,15-Jul-22,Metrocity,1016.5,25-34
I100354,C135028,Male,22,Technology,1,1050,Credit Card,24-Aug-21,Metropol AVM,1050,18-24
I100368,C168429,Female,63,Food & Beverage,1,5.23,Credit Card,17-Jan-22,Kanyon,5.23,55-64
I100400,C271625,Female,62,Shoes,4,2400.68,Credit Card,16-Jan-21,Metrocity,9602.72,55-64
I100401,C291610,Female,34,Shoes,3,1800.51,Credit Card,06-Mar-23,Cevahir AVM,5401.53,25-34
I100404,C116794,Female,64,Cosmetics,1,40.66,Credit Card,03-Nov-21,Mall of Istanbul,40.66,55-64
I100406,C146640,Male,62,Cosmetics,3,121.98,Credit Card,16-Jun-21,Kanyon,365.94,55-64
I100412,C313809,Female,35,Food & Beverage,2,10.46,Credit Card,18-Sep-22,Metrocity,20.92,35-44
I100419,C937473,Male,53,Souvenir,2,23.46,Credit Card,21-Apr-22,Mall of Istanbul,46.92,45-54
I100420,C261035,Female,69,Cosmetics,3,121.98,Credit Card,06-Jul-21,Viaport Outlet,365.94,65+
I100439,C224698,Male,26,Shoes,5,3000.85,Credit Card,02-Mar-23,Metropol AVM,15004.25,25-34
I100458,C150447,Female,19,Toys,2,71.68,Credit Card,12-Apr-22,Metrocity,143.36,18-24
I100470,C219411,Female,32,Shoes,1,600.17,Credit Card,08-Nov-21,Istinye Park,600.17,25-34
I100491,C212593,Male,57,Shoes,4,2400.68,Credit Card,29-Mar-21,Kanyon,9602.72,55-64
I100502,C238358,Male,28,Toys,1,35.84,Credit Card,10-Oct-21,Mall of Istanbul,35.84,25-34
I100542,C273404,Male,23,Souvenir,3,35.19,Credit Card,05-Jun-21,Istinye Park,105.57,18-24
I100547,C173500,Male,49,Food & Beverage,1,5.23,Credit Card,07-Aug-21,Mall of Istanbul,5.23,45-54
I100552,C213606,Female,30,Food & Beverage,3,15.69,Credit Card,09-Nov-21,Metropol AVM,47.07,25-34
I100558,C209906,Male,27,Cosmetics,3,121.98,Credit Card,25-May-21,Istinye Park,365.94,25-34
I100567,C272165,Male,18,Toys,5,179.2,Credit Card,03-Jan-21,Mall of Istanbul,896,18-24
I100579,C260481,Female,36,Food & Beverage,3,15.69,Credit Card,24-Sep-22,Kanyon,47.07,35-44
I100591,C881158,Male,23,Toys,1,35.84,Credit Card,20-Feb-22,Metrocity,35.84,18-24
I100599,C114161,Male,27,Shoes,2,1200.34,Credit Card,24-Nov-21,Mall of Istanbul,2400.68,25-34
I100618,C911820,Male,23,Books,2,30.3,Credit Card,04-Mar-21,Metrocity,60.6,18-24
I100639,C231484,Male,65,Technology,4,4200,Credit Card,02-May-22,Metrocity,16800,65+
I100651,C180588,Female,41,Cosmetics,2,81.32,Credit Card,15-Sep-21,Metropol AVM,162.64,35-44
I100684,C175424,Male,30,Cosmetics,5,203.3,Credit Card,11-Aug-21,Emaar Square Mall,1016.5,25-34
I100699,C844692,Male,44,Books,1,15.15,Credit Card,07-Mar-21,Mall of Istanbul,15.15,35-44
